,USD,EUR,JPY,GBP,CNY,CAD,CHF
2006-11-13,9166.0,11794.81,7818.82,17541.89,,8100.75,7407.47
2006-11-14,9174.0,11756.48,7797.71,17464.54,,8065.05,7375.78
2006-11-15,9171.0,11752.64,7795.82,17393.72,,8060.29,7375.15
2006-11-16,9221.0,11831.47,7829.0,17430.46,,8104.24,7404.05
2006-11-17,9211.0,11778.11,7788.77,17386.68,,8068.5,7377.65
2006-11-20,9196.0,11809.5,7807.78,17436.54,,8038.46,7398.83
2006-11-21,9191.0,11785.62,7787.66,17442.68,,8017.27,7390.05
2006-11-22,9189.0,11816.14,7813.11,17481.15,,8021.82,7417.66
2006-11-23,9171.0,11859.94,7859.96,17553.29,,8030.65,7471.28
2006-11-24,9181.0,11893.99,7887.46,17590.8,,8047.86,7503.88
2006-11-27,9179.0,12064.88,7936.19,17806.34,,8100.79,7616.8
2006-11-28,9216.0,12110.75,7949.62,17874.43,,8134.88,7643.69
2006-11-29,9201.0,12142.56,7955.9,17969.55,,8128.81,7647.74
2006-11-30,9211.0,12129.04,7926.85,17946.71,,8093.31,7620.58
2006-12-01,9186.0,12183.39,7953.94,18082.64,,8060.02,7678.03
2006-12-04,9211.0,12281.03,7981.11,18239.62,,8052.98,7722.17
2006-12-05,9191.0,12254.36,7973.45,18187.15,,8052.39,7697.65
2006-12-06,9151.0,12190.05,7966.4,18064.07,,8006.12,7675.73
2006-12-07,9146.0,12153.2,7943.37,17981.04,,7978.71,7648.44
2006-12-08,9110.0,12107.19,7910.05,17891.13,,7932.78,7625.35
2006-12-11,9140.0,12004.48,7826.01,17795.58,,7949.9,7554.97
2006-12-12,9120.0,12084.91,7810.89,17884.32,,7944.25,7593.04
2006-12-13,9110.0,12101.72,7794.32,17954.9,,7908.67,7596.1
2006-12-14,9120.0,12052.08,7765.67,17942.69,,7892.0,7562.19
2006-12-15,9119.0,11994.22,7744.37,17884.18,,7881.59,7510.29
2006-12-18,9120.0,11941.73,7728.16,17822.3,,7881.09,7474.18
2006-12-19,9146.0,11984.0,7760.05,17829.21,,7920.67,7487.52
2006-12-20,9156.0,12115.22,7747.5,18066.62,,7954.82,7554.46
2006-12-21,9140.0,12054.75,7722.2,17978.38,,7960.29,7513.36
2006-12-22,9124.0,12032.73,7713.25,17908.59,,7904.36,7505.76
2006-12-25,9124.0,12032.73,7713.25,17908.59,,7904.36,7505.76
2006-12-26,9118.0,11977.4,7665.41,17867.63,,7871.2,7478.06
2006-12-27,9100.0,11947.39,7659.93,17816.89,,7836.72,7456.57
2006-12-28,9070.0,11892.58,7632.75,17741.83,,7808.2,7395.03
2006-12-29,9065.0,11918.66,7618.93,17787.34,,7813.98,7419.38
2007-01-01,9065.0,11918.66,7618.93,17787.34,,7813.98,7419.38
2007-01-02,8995.0,11910.28,7577.93,17679.67,,7733.64,7386.88
2007-01-03,9010.0,11973.39,7588.01,17795.65,,7735.9,7430.93
2007-01-04,9025.0,11887.73,7562.43,17616.8,,7699.2,7366.75
2007-01-05,9050.0,11841.02,7637.13,17562.43,,7689.04,7350.55
2007-01-08,9075.0,11797.5,7669.23,17497.51,,7733.94,7341.05
2007-01-09,9060.0,11808.8,7622.41,17592.71,,7721.15,7328.91
2007-01-10,9105.0,11798.26,7627.54,17626.37,,7734.45,7317.96
2007-01-11,9103.0,11792.03,7610.57,17601.56,,7756.48,7314.58
2007-01-12,9181.0,11845.33,7611.51,17862.55,,7806.31,7353.62
2007-01-15,9156.0,11842.37,7621.11,17942.1,,7825.64,7343.01
2007-01-16,9151.0,11831.33,7594.82,17972.56,,7831.41,7326.66
2007-01-17,9125.0,11790.41,7551.93,17895.04,,7760.67,7309.94
2007-01-18,9140.0,11842.7,7584.43,18035.96,,7797.97,7339.01
2007-01-19,9130.0,11856.22,7524.93,18039.97,,7769.55,7326.86
2007-01-22,9115.0,11827.62,7513.81,18008.51,,7770.01,7306.03
2007-01-23,9151.0,11844.14,7519.31,18104.34,,7743.27,7318.46
2007-01-24,9125.0,11889.88,7503.49,18086.66,,7722.58,7344.66
2007-01-25,9130.0,11836.13,7572.99,17967.84,,7749.11,7318.64
2007-01-26,9161.0,11839.68,7551.1,18006.86,,7747.15,7335.84
2007-01-29,9176.0,11838.88,7534.9,17967.53,,7772.32,7313.3
2007-01-30,9161.0,11879.98,7532.48,17991.29,,7749.11,7319.43
2007-01-31,9135.0,11831.65,7510.48,17924.7,,7740.87,7296.91
2007-02-01,9125.0,11897.18,7560.69,17927.89,,7758.03,7337.57
2007-02-02,9115.0,11867.73,7550.53,17932.85,,7730.47,7328.35
2007-02-05,9130.0,11823.35,7554.19,17943.19,,7707.89,7311.6
2007-02-06,9100.0,11764.48,7570.72,17847.83,,7697.51,7292.25
2007-02-07,9090.0,11798.82,7564.28,17908.21,,7689.7,7330.65
2007-02-08,9100.0,11847.29,7531.24,17935.19,,7679.32,7326.89
2007-02-09,9097.0,11863.4,7498.97,17821.02,,7690.42,7296.86
2007-02-12,9095.0,11836.23,7459.81,17757.99,,7749.0,7288.24
2007-02-13,9110.0,11807.47,7502.88,17753.57,,7749.89,7271.13
2007-02-14,9108.0,11874.1,7516.71,17732.37,,7802.62,7304.52
2007-02-15,9095.0,11949.01,7574.12,17851.67,,7808.88,7344.75
2007-02-16,9090.0,11939.72,7615.62,17748.23,,7809.95,7362.11
2007-02-19,9100.0,11965.59,7618.25,17775.94,,7818.54,7371.41
2007-02-20,9109.0,12002.93,7614.95,17805.36,,7816.87,7394.87
2007-02-21,9112.0,11978.64,7576.92,17826.72,,7787.37,7373.96
2007-02-22,9120.0,11978.21,7539.06,17808.62,,7853.94,7364.94
2007-02-23,9130.0,11980.39,7514.4,17854.63,,7860.53,7369.44
2007-02-26,9110.0,12018.82,7537.02,17887.49,,7862.94,7407.71
2007-02-27,9115.0,12016.3,7569.97,17901.86,,7857.08,7414.79
2007-02-28,9206.0,12169.41,7772.71,18079.66,,7886.58,7552.09
2007-03-01,9176.0,12147.19,7747.38,18029.92,,7842.74,7536.76
2007-03-02,9216.0,12136.55,7837.4,18041.24,,7858.12,7532.49
2007-03-05,9246.0,12149.24,7967.94,17830.91,,7852.23,7588.02
2007-03-06,9251.0,12111.41,7944.86,17813.73,,7837.84,7563.57
2007-03-07,9241.0,12132.51,7942.42,17836.98,,7862.0,7554.77
2007-03-08,9256.0,12196.63,7985.51,17874.26,,7857.39,7606.84
2007-03-09,9221.0,12120.08,7859.7,17799.3,,7817.72,7513.24
2007-03-12,9216.0,12086.78,7796.29,17821.9,,7859.46,7464.77
2007-03-13,9236.0,12184.13,7858.42,17845.8,,7892.67,7540.82
2007-03-14,9271.0,12227.52,7983.98,17891.18,,7887.53,7619.79
2007-03-15,9256.0,12244.76,7894.24,17922.39,,7878.12,7609.34
2007-03-16,9266.0,12322.85,7923.04,17963.07,,7885.29,7661.02
2007-03-19,9266.0,12322.85,7923.04,17963.07,,7885.29,7661.02
2007-03-20,9231.0,12275.38,7838.82,17948.76,,7836.16,7607.55
2007-03-21,9176.0,12222.43,7830.02,18005.15,,7904.21,7574.08
2007-03-22,9146.0,12243.75,7780.52,18002.07,,7907.66,7561.18
2007-03-23,9161.0,12209.78,7764.22,17999.53,,7911.05,7541.78
2007-03-26,9151.0,12140.63,7753.77,17928.64,,7865.74,7505.13
2007-03-27,9156.0,12205.86,7742.26,18026.33,,7882.91,7528.99
2007-03-28,9181.0,12255.72,7816.94,18048.93,,7943.42,7577.58
2007-03-29,9191.0,12237.82,7858.91,18047.45,,7930.8,7555.9
2007-03-30,9164.0,12217.44,7798.49,17986.18,,7915.69,7529.99
2007-04-02,9156.0,12224.18,7771.18,18017.18,,7947.23,7532.08
2007-04-03,9166.0,12256.78,7781.65,18134.93,,7933.87,7545.9
2007-04-04,9151.0,12201.94,7707.4,18060.41,,7898.33,7489.16
2007-04-05,9156.0,12244.32,7725.93,18095.92,,7899.91,7510.46
2007-04-06,9156.0,12244.32,7725.93,18095.92,,7899.91,7510.46
2007-04-09,9140.0,12214.7,7659.43,17955.53,,7937.47,7473.43
2007-04-10,9142.0,12260.34,7693.34,18000.6,,7949.57,7482.4
2007-04-11,9156.0,12293.76,7701.24,18103.24,,7982.56,7522.8
2007-04-12,9146.0,12305.94,7658.68,18063.35,,8019.99,7491.2
2007-04-13,9156.0,12372.5,7698.65,18143.53,,8072.65,7534.56
2007-04-16,9143.0,12402.48,7667.73,18181.77,,8051.25,7538.75
2007-04-17,9136.0,12372.88,7641.35,18187.95,,8072.1,7531.12
2007-04-18,9130.0,12402.19,7698.79,18339.43,,8086.8,7569.23
2007-04-19,9135.0,12411.72,7732.35,18320.24,,8091.23,7587.21
2007-04-20,9142.0,12446.83,7711.51,18304.11,,8098.15,7585.46
2007-04-23,9141.0,12428.1,7692.5,18314.91,,8140.53,7570.19
2007-04-24,9139.0,12386.09,7725.93,18243.27,,8132.95,7556.01
2007-04-25,9135.0,12454.66,7716.02,18294.66,,8150.43,7605.53
2007-04-26,9125.0,12453.8,7692.63,18280.11,,8181.66,7578.9
2007-04-27,9135.0,12427.25,7639.24,18195.09,,8140.99,7558.33
2007-04-30,9128.0,12455.16,7638.49,18224.05,,8181.41,7580.14
2007-05-01,9128.0,12458.81,7637.85,18266.95,,8239.01,7561.3
2007-05-02,9125.0,12406.35,7611.14,18217.15,,8203.72,7511.52
2007-05-03,9119.0,12397.28,7587.78,18148.63,,8236.83,7510.29
2007-05-04,9056.0,12260.92,7520.35,17979.78,,8171.81,7446.14
2007-05-07,8919.0,12138.76,7436.22,17804.11,,8068.57,7372.9
2007-05-08,8938.0,12161.94,7457.03,17828.63,,8112.18,7377.02
2007-05-09,8962.0,12140.82,7480.8,17836.17,,8100.14,7359.17
2007-05-10,8808.0,11925.15,7341.84,17571.08,,7970.32,7230.34
2007-05-11,8870.0,11955.87,7394.75,17568.81,,7985.95,7269.3
2007-05-14,8822.0,11950.28,7344.32,17505.49,,7944.88,7246.59
2007-05-15,8847.0,11985.92,7350.45,17516.18,,8001.99,7265.34
2007-05-16,8866.0,12053.33,7376.04,17601.67,,8071.74,7301.33
2007-05-17,8866.0,12053.33,7376.04,17601.67,,8071.74,7301.33
2007-05-18,8866.0,12053.33,7376.04,17601.67,,8071.74,7301.33
2007-05-21,8835.0,11945.8,7287.2,17445.59,,8114.44,7196.97
2007-05-22,8735.0,11754.69,7189.89,17215.81,,8048.47,7097.01
2007-05-23,8715.0,11725.16,7163.41,17206.02,,8020.43,7089.4
2007-05-24,8774.0,11805.42,7217.24,17428.67,,8100.82,7147.86
2007-05-25,8851.0,11883.35,7308.84,17574.55,,8161.36,7207.65
2007-05-28,8749.0,11769.15,7190.76,17366.77,,8096.43,7132.14
2007-05-29,8808.0,11829.14,7248.19,17463.62,,8148.01,7163.89
2007-05-30,8859.0,11920.67,7289.56,17561.2,,8258.6,7235.38
2007-05-31,8872.0,11915.98,7302.06,17530.18,,8263.79,7240.08
2007-06-01,8872.0,11915.98,7302.06,17530.18,,8263.79,7240.08
2007-06-04,8823.0,11865.17,7236.12,17492.48,,8315.74,7176.67
2007-06-05,8823.0,11911.93,7250.99,17575.42,,8337.74,7216.59
2007-06-06,8900.0,12036.36,7334.16,17751.05,,8384.36,7305.86
2007-06-07,8974.0,12115.8,7414.08,17883.39,,8488.46,7373.87
2007-06-08,9079.0,12189.47,7484.13,17963.71,,8552.99,7407.8
2007-06-11,9073.0,12120.62,7464.42,17855.66,,8550.56,7337.05
2007-06-12,9076.0,12126.44,7463.82,17898.78,,8567.92,7332.96
2007-06-13,9128.0,12142.98,7502.26,18025.06,,8561.25,7345.3
2007-06-14,9079.0,12085.96,7399.35,17911.96,,8508.9,7298.82
2007-06-15,9101.0,12131.63,7404.0,17936.25,,8533.52,7315.92
2007-06-18,9021.0,12077.31,7303.27,17836.32,,8460.1,7264.45
2007-06-19,8931.0,11987.19,7226.9,17728.04,,8336.6,7193.14
2007-06-20,8947.0,12020.29,7255.11,17793.79,,8423.08,7219.98
2007-06-21,9031.0,12096.12,7305.45,17984.33,,8465.5,7287.77
2007-06-22,9048.0,12111.65,7300.9,18022.71,,8430.08,7285.02
2007-06-25,9068.0,12210.06,7322.35,18132.37,,8481.11,7377.76
2007-06-26,9084.0,12229.79,7353.68,18158.01,,8481.0,7397.39
2007-06-27,9160.0,12317.45,7436.27,18303.51,,8560.75,7455.64
2007-06-28,9126.0,12283.6,7423.74,18247.44,,8532.96,7429.18
2007-06-29,9099.0,12225.42,7383.75,18217.11,,8587.2,7381.96
2007-07-02,9064.0,12270.84,7362.52,18215.01,,8535.64,7418.56
2007-07-03,9035.0,12307.48,7391.2,18223.6,,8549.39,7463.86
2007-07-04,9075.0,12358.34,7416.03,18312.44,,8564.55,7469.14
2007-07-05,9045.0,12310.25,7369.24,18232.01,,8549.96,7432.82
2007-07-06,9073.0,12336.56,7380.62,18253.06,,8592.67,7451.54
2007-07-09,9072.0,12358.79,7339.21,18241.98,,8656.49,7443.39
2007-07-10,9041.0,12312.94,7337.88,18227.56,,8613.76,7429.53
2007-07-11,9060.0,12450.25,7443.31,18357.37,,8590.93,7531.17
2007-07-12,9070.0,12473.97,7424.69,18427.52,,8602.05,7530.1
2007-07-13,9065.0,12497.01,7401.21,18396.51,,8671.32,7534.08
2007-07-16,9077.0,12512.64,7436.51,18464.43,,8671.19,7552.21
2007-07-17,9095.0,12532.0,7459.81,18521.97,,8715.02,7563.41
2007-07-18,9132.0,12611.29,7490.77,18716.95,,8754.67,7620.8
2007-07-19,9156.0,12632.53,7511.69,18789.94,,8761.72,7624.92
2007-07-20,9117.0,12577.81,7461.94,18679.82,,8737.78,7571.63
2007-07-23,9138.0,12643.34,7555.19,18810.57,,8728.63,7620.08
2007-07-24,9111.0,12597.78,7559.74,18810.57,,8709.49,7566.02
2007-07-25,9129.0,12607.15,7615.12,18785.66,,8801.58,7584.12
2007-07-26,9154.0,12552.88,7597.94,18772.11,,8779.13,7543.47
2007-07-27,9246.0,12705.85,7761.27,18945.05,,8781.46,7674.3
2007-07-30,9285.0,12657.31,7842.06,18793.77,,8706.86,7696.45
2007-07-31,9232.0,12663.53,7763.86,18760.35,,8675.06,7679.25
2007-08-01,9285.0,12695.38,7827.52,18841.12,,8705.23,7727.84
2007-08-02,9350.0,12775.84,7871.03,18992.66,,8845.79,7764.49
2007-08-03,9323.0,12779.04,7819.34,18979.76,,8851.23,7749.15
2007-08-06,9379.0,12954.27,7973.98,19143.48,,8863.16,7914.77
2007-08-07,9355.0,12914.58,7885.2,19003.75,,8885.83,7861.34
2007-08-08,9384.0,12910.51,7900.32,18971.63,,8900.69,7849.44
2007-08-09,9317.0,12861.19,7783.63,18977.8,,8890.27,7787.53
2007-08-10,9392.0,12832.29,7955.95,18994.38,,8873.77,7843.66
2007-08-13,9395.0,12880.55,7948.39,19029.57,,8915.35,7842.89
2007-08-14,9397.0,12797.77,7972.34,18905.82,,8901.2,7808.71
2007-08-15,9445.0,12773.42,8043.77,18835.22,,8829.58,7796.12
2007-08-16,9526.0,12779.13,8178.93,18925.3,,8808.95,7812.04
2007-08-17,9526.0,12779.13,8178.93,18925.3,,8808.95,7812.04
2007-08-20,9474.0,12786.11,8292.34,18738.62,,8943.64,7862.24
2007-08-21,9480.0,12774.3,8234.89,18835.81,,8965.39,7862.0
2007-08-22,9487.0,12767.6,8296.46,18795.64,,8904.64,7863.24
2007-08-23,9405.0,12746.6,8112.65,18768.62,,8880.18,7797.86
2007-08-24,9452.0,12826.36,8128.65,18955.99,,8980.52,7832.28
2007-08-27,9422.0,12884.59,8097.98,19012.65,,8961.38,7844.48
2007-08-28,9452.0,12888.75,8172.23,18983.4,,8954.15,7862.91
2007-08-29,9470.0,12853.63,8306.29,18924.85,,8888.68,7874.61
2007-08-30,9451.0,12911.01,8153.04,19056.05,,8915.2,7873.21
2007-08-31,9457.0,12927.72,8149.07,19059.64,,8944.48,7868.38
2007-09-03,9435.0,12864.62,8145.56,19021.9,,8956.71,7816.9
2007-09-04,9445.0,12862.2,8152.08,19064.73,,8972.17,7816.77
2007-09-05,9438.0,12861.16,8123.6,19022.29,,8995.43,7801.93
2007-09-06,9466.0,12919.2,8205.62,19119.43,,8992.97,7855.6
2007-09-07,9445.0,12915.09,8198.07,19074.18,,8970.46,7857.08
2007-09-10,9465.0,13041.82,8376.11,19211.11,,8952.89,7980.61
2007-09-11,9485.0,13083.61,8356.83,19228.94,,9013.59,7990.73
2007-09-12,9464.0,13097.23,8295.21,19214.76,,9082.53,7968.34
2007-09-13,9456.0,13139.11,8272.97,19177.71,,9120.37,7980.42
2007-09-14,9435.0,13092.01,8210.06,19047.38,,9122.99,7960.68
2007-09-17,9426.0,13077.63,8175.9,18934.95,,9155.01,7933.68
2007-09-18,9439.0,13090.01,8212.83,18797.77,,9197.12,7951.31
2007-09-19,9328.0,13033.08,8050.4,18768.87,,9230.16,7893.71
2007-09-20,9223.0,12892.83,7959.78,18463.52,,9099.25,7802.22
2007-09-21,9229.0,12990.74,8032.2,18559.52,,9227.15,7871.89
2007-09-24,9183.0,12959.97,7978.97,18599.25,,9207.86,7849.39
2007-09-25,9211.0,12968.17,8032.62,18551.88,,9180.7,7853.85
2007-09-26,9188.0,12995.51,7997.91,18531.28,,9141.38,7877.9
2007-09-27,9186.0,12981.66,7960.14,18507.03,,9141.21,7854.64
2007-09-28,9183.0,13004.96,7976.2,18591.9,,9175.66,7841.35
2007-10-01,9147.0,13047.28,7953.22,18703.79,,9203.14,7853.52
2007-10-02,9117.0,12971.67,7898.98,18619.65,,9185.89,7804.31
2007-10-03,9158.0,12982.38,7915.3,18713.46,,9196.63,7802.68
2007-10-04,9180.0,12952.06,7871.05,18663.86,,9195.63,7787.58
2007-10-05,9155.0,12944.25,7861.07,18665.21,,9179.79,7794.81
2007-10-08,9090.0,12851.44,7761.93,18562.69,,9259.45,7719.75
2007-10-09,9141.0,12830.31,7804.82,18604.68,,9264.21,7705.47
2007-10-10,9108.0,12850.48,7772.66,18574.86,,9278.73,7698.42
2007-10-11,9116.0,12891.85,7780.15,18583.88,,9286.88,7699.97
2007-10-12,9116.0,12891.85,7780.15,18583.88,,9286.88,7699.97
2007-10-15,9116.0,12891.85,7780.15,18583.88,,9286.88,7699.97
2007-10-16,9116.0,12891.85,7780.15,18583.88,,9286.88,7699.97
2007-10-17,9116.0,12891.85,7780.15,18583.88,,9286.88,7699.97
2007-10-18,9116.0,12891.85,7780.15,18583.88,,9286.88,7699.97
2007-10-19,9116.0,12891.85,7780.15,18583.88,,9286.88,7699.97
2007-10-22,9163.0,13113.17,8056.09,18770.41,,9471.78,7871.99
2007-10-23,9182.0,13032.01,8019.21,18690.88,,9407.79,7803.84
2007-10-24,9179.0,13088.34,8002.62,18811.44,,9499.12,7825.9
2007-10-25,9217.0,13148.97,8077.29,18867.2,,9515.8,7862.32
2007-10-26,9190.0,13163.76,8043.06,18854.2,,9519.37,7883.0
2007-10-29,9144.0,13171.93,8005.6,18783.6,,9525.0,7861.75
2007-10-30,9160.0,13192.23,7998.6,18865.02,,9595.64,7859.96
2007-10-31,9149.0,13211.16,7972.98,18934.77,,9594.17,7900.01
2007-11-01,9123.0,13197.33,7903.49,18961.24,,9645.8,7864.66
2007-11-02,9182.0,13250.54,8000.35,19093.05,,9665.26,7930.56
2007-11-05,9188.0,13328.11,8013.96,19190.98,,9820.44,7972.23
2007-11-06,9224.0,13352.66,8060.82,19203.45,,9893.81,7996.53
2007-11-07,9156.0,13343.04,7990.23,19125.97,,10012.03,8010.5
2007-11-08,9206.0,13474.82,8150.51,19342.73,,9911.71,8126.77
2007-11-09,9166.0,13482.27,8146.83,19353.09,,9864.4,8160.61
2007-11-12,9213.0,13492.44,8333.79,19199.89,,9735.81,8198.81
2007-11-13,9224.0,13439.37,8366.44,19017.12,,9570.45,8175.86
2007-11-14,9219.0,13511.37,8313.64,19141.41,,9632.22,8215.85
2007-11-15,9309.0,13659.1,8356.37,19153.27,,9664.66,8295.31
2007-11-16,9406.0,13762.86,8539.26,19226.8,,9558.94,8388.48
2007-11-19,9334.0,13698.58,8425.71,19178.57,,9588.08,8356.31
2007-11-20,9432.0,13810.33,8594.08,19307.3,,9579.52,8447.07
2007-11-21,9419.0,13958.96,8582.23,19449.29,,9606.32,8515.5
2007-11-22,9452.0,14057.01,8697.09,19519.33,,9625.25,8584.14
2007-11-23,9427.0,14109.39,8728.7,19572.34,,9615.46,8635.96
2007-11-26,9414.0,13946.84,8658.14,19415.43,,9557.36,8516.37
2007-11-27,9444.0,14038.51,8790.02,19567.97,,9547.11,8601.88
2007-11-28,9448.0,14005.72,8705.43,19510.12,,9479.28,8551.0
2007-11-29,9426.0,13974.05,8558.2,19584.4,,9546.28,8475.09
2007-11-30,9423.0,13900.81,8559.36,19453.78,,9449.46,8424.68
2007-12-03,9406.0,13791.08,8505.29,19349.08,,9400.36,8342.35
2007-12-04,9382.0,13752.14,8499.73,19360.7,,9367.95,8313.69
2007-12-05,9333.0,13778.31,8481.46,19186.78,,9205.05,8361.4
2007-12-06,9286.0,13545.49,8355.98,18827.37,,9165.93,8218.43
2007-12-07,9309.0,13622.79,8363.13,18859.1,,9220.48,8238.05
2007-12-10,9318.0,13649.94,8349.46,18942.56,,9263.35,8254.78
2007-12-11,9323.0,13725.32,8343.48,19081.38,,9280.31,8270.94
2007-12-12,9355.0,13711.62,8439.33,19044.91,,9263.29,8267.79
2007-12-13,9356.0,13776.71,8361.78,19144.25,,9239.58,8258.45
2007-12-14,9382.0,13722.11,8341.78,19146.79,,9213.39,8214.69
2007-12-17,9416.0,13589.17,8320.23,18997.72,,9261.34,8170.07
2007-12-18,9481.0,13651.69,8384.33,19165.84,,9428.2,8240.76
2007-12-19,9437.0,13603.44,8327.01,19008.01,,9390.05,8194.69
2007-12-20,9437.0,13603.44,8327.01,19008.01,,9390.05,8194.69
2007-12-21,9437.0,13603.44,8327.01,19008.01,,9390.05,8194.69
2007-12-24,9437.0,13603.44,8327.01,19008.01,,9390.05,8194.69
2007-12-25,9437.0,13603.44,8327.01,19008.01,,9390.05,8194.69
2007-12-26,9437.0,13603.44,8327.01,19008.01,,9390.05,8194.69
2007-12-27,9454.0,13696.96,8276.28,18769.03,,9631.21,8215.15
2007-12-28,9466.0,13829.83,8348.92,18899.82,,9646.39,8303.51
2007-12-31,9466.0,13829.83,8348.92,18899.82,,9646.39,8303.51
2008-01-01,9466.0,13829.83,8348.92,18899.82,,9646.39,8303.51
2008-01-02,9417.0,13768.6,8429.86,18672.03,,9498.69,8322.58
2008-01-03,9460.0,13919.44,8642.43,18753.5,,9516.15,8460.78
2008-01-04,9471.0,13969.73,8696.17,18679.65,,9573.44,8531.66
2008-01-07,9501.0,14000.67,8722.92,18731.22,,9484.88,8567.18
2008-01-08,9502.0,13960.34,8697.48,18719.89,,9467.92,8495.31
2008-01-09,9512.0,13997.86,8720.21,18779.54,,9475.99,8555.5
2008-01-10,9512.0,13997.86,8720.21,18779.54,,9475.99,8555.5
2008-01-11,9512.0,13997.86,8720.21,18779.54,,9475.99,8555.5
2008-01-14,9474.0,14030.99,8712.53,18563.36,,9302.83,8619.0
2008-01-15,9478.0,14101.37,8778.36,18541.81,,9320.48,8694.62
2008-01-16,9488.0,14069.76,8886.39,18620.2,,9320.24,8709.38
2008-01-17,9492.0,13930.46,8862.75,18631.85,,9281.31,8643.23
2008-01-18,9524.0,13940.28,8931.82,18757.52,,9256.49,8651.1
2008-01-21,9500.0,13827.25,8900.13,18542.1,,9242.14,8608.97
2008-01-22,9533.0,13766.61,8957.06,18532.15,,9240.09,8590.61
2008-01-23,9450.0,13831.02,8848.31,18522.0,,9208.73,8621.48
2008-01-24,9412.0,13756.58,8852.52,18370.34,,9186.02,8645.17
2008-01-25,9390.0,13869.03,8758.51,18559.34,,9346.07,8636.87
2008-01-28,9394.0,13786.63,8806.6,18586.03,,9301.91,8576.65
2008-01-29,9380.0,13846.76,8801.73,18595.85,,9324.98,8603.93
2008-01-30,9351.0,13812.36,8765.47,18616.91,,9374.44,8553.0
2008-01-31,9337.0,13858.91,8775.38,18542.35,,9383.92,8610.29
2008-02-01,9269.0,13783.93,8710.65,18466.63,,9253.27,8576.05
2008-02-04,9276.0,13724.77,8679.7,18251.46,,9321.68,8500.73
2008-02-05,9273.0,13738.88,8682.58,18300.27,,9324.28,8512.81
2008-02-06,9290.0,13597.77,8721.37,18260.42,,9226.34,8455.45
2008-02-07,9290.0,13597.77,8721.37,18260.42,,9226.34,8455.45
2008-02-08,9284.0,13455.3,8653.99,18048.1,,9202.1,8417.04
2008-02-11,9287.0,13494.94,8648.72,18078.07,,9283.29,8430.46
2008-02-12,9310.0,13519.05,8713.96,18162.88,,9285.86,8454.41
2008-02-13,9315.0,13580.34,8691.8,18245.29,,9309.41,8452.81
2008-02-14,9305.0,13558.32,8607.77,18261.99,,9334.87,8405.6
2008-02-15,9232.0,13511.03,8560.04,18180.58,,9237.54,8409.55
2008-02-18,9183.0,13476.05,8516.18,17995.93,,9115.54,8395.5
2008-02-19,9185.0,13469.8,8492.05,17909.83,,9125.68,8340.14
2008-02-20,9220.0,13570.92,8544.95,17953.18,,9075.7,8417.02
2008-02-21,9215.0,13568.17,8524.51,17912.12,,9097.64,8382.61
2008-02-22,9221.0,13648.0,8584.06,18128.49,,9116.16,8452.65
2008-02-25,9222.0,13671.62,8596.2,18137.83,,9117.15,8488.59
2008-02-26,9121.0,13521.88,8449.28,17933.71,,9148.45,8367.12
2008-02-27,9112.0,13656.15,8500.79,18087.32,,9281.86,8473.91
2008-02-28,9123.0,13773.91,8580.7,18087.26,,9296.85,8575.86
2008-02-29,9096.0,13808.64,8686.85,18096.49,,9301.56,8661.21
2008-03-03,9153.0,13916.22,8883.82,18175.11,,9286.73,8852.03
2008-03-04,9141.0,13887.92,8837.01,18143.06,,9237.07,8779.29
2008-03-05,9117.0,13856.93,8824.04,18092.69,,9164.66,8779.85
2008-03-06,9122.0,13938.42,8784.67,18159.17,,9249.65,8798.23
2008-03-07,9122.0,13938.42,8784.67,18159.17,,9249.65,8798.23
2008-03-10,9154.0,14088.01,8955.19,18485.59,,9257.69,8965.72
2008-03-11,9283.0,14263.33,9120.65,18640.26,,9327.77,9109.02
2008-03-12,9199.0,14129.66,8931.07,18488.15,,9280.67,9199.0
2008-03-13,9266.0,14405.85,9162.46,18802.57,,9365.27,9136.27
2008-03-14,9299.0,14512.02,9248.14,18881.62,,9201.46,9457.89
2008-03-17,9372.0,14900.54,9766.57,18851.78,,9439.02,9628.11
2008-03-18,9308.0,14661.96,9580.07,18621.58,,9350.08,9484.41
2008-03-19,9242.0,14492.38,9272.6,18593.98,,9334.41,9265.16
2008-03-20,9242.0,14492.38,9272.6,18593.98,,9334.41,9265.16
2008-03-21,9242.0,14492.38,9272.6,18593.98,,9334.41,9265.16
2008-03-24,9234.0,14186.19,9247.87,18261.16,,8979.87,9073.4
2008-03-25,9232.0,14323.45,9180.59,18394.76,,9086.61,9083.93
2008-03-26,9240.0,14451.36,9255.73,18526.2,,9090.01,9181.24
2008-03-27,9256.0,14629.11,9371.27,18563.83,,9106.65,9342.89
2008-03-28,9274.0,14647.36,9322.48,18617.56,,9123.46,9345.02
2008-03-31,9263.0,14632.76,9274.13,18484.32,,9059.17,9289.94
2008-04-01,9245.0,14585.84,9251.48,18341.16,,9048.64,9298.0
2008-04-02,9225.0,14391.0,9068.12,18240.59,,9015.83,9115.61
2008-04-03,9264.0,14500.94,9046.88,18402.01,,9125.3,9167.74
2008-04-04,9273.0,14524.3,9049.48,18496.85,,9127.69,9165.76
2008-04-07,9264.0,14520.39,9045.99,18439.07,,9188.65,9165.02
2008-04-08,9259.0,14619.96,9064.12,18446.71,,9143.79,9190.99
