,USD,EUR,JPY,GBP,CNY,CAD,CHF
2013-07-29,10321.0,13718.67,10567.22,15894.34,1672.64,10057.49,11131.36
2013-07-30,10328.0,13689.76,10524.81,15833.86,1672.01,10062.35,11085.11
2013-07-31,10329.0,13702.45,10538.72,15739.33,1671.68,10034.98,11118.41
2013-08-01,10339.0,13728.12,10523.16,15679.09,1673.57,10050.55,11145.97
2013-08-02,10339.0,13659.89,10400.36,15632.57,1672.52,9991.3,11032.97
2013-08-05,10339.0,13659.89,10400.36,15632.57,1672.52,9991.3,11032.97
2013-08-06,10339.0,13659.89,10400.36,15632.57,1672.52,9991.3,11032.97
2013-08-07,10339.0,13659.89,10400.36,15632.57,1672.52,9991.3,11032.97
2013-08-08,10339.0,13659.89,10400.36,15632.57,1672.52,9991.3,11032.97
2013-08-09,10339.0,13659.89,10400.36,15632.57,1672.52,9991.3,11032.97
2013-08-12,10338.0,13770.22,10701.86,16017.7,1676.48,10050.55,11188.31
2013-08-13,10343.0,13759.29,10640.95,15992.35,1676.2,10037.85,11165.93
2013-08-14,10348.0,13726.62,10548.42,15986.63,1676.6,10001.93,11094.67
2013-08-15,10370.0,13790.03,10607.61,16105.65,1680.82,10049.42,11129.0
2013-08-16,10444.0,13943.78,10730.5,16331.28,1693.64,10140.79,11276.18
2013-08-19,10503.0,14008.9,10773.41,16424.59,1702.54,10181.27,11347.23
2013-08-20,10557.0,14077.76,10801.1,16517.48,1711.1,10179.35,11417.91
2013-08-21,10777.0,14469.2,11082.89,16880.02,1747.39,10353.54,11758.87
2013-08-22,10849.0,14469.31,11046.74,16926.61,1758.4,10338.29,11738.8
2013-08-23,10902.0,14555.26,11018.8,16995.13,1766.65,10358.19,11794.87
2013-08-26,10895.0,14579.69,11044.1,16962.43,1766.37,10372.24,11823.11
2013-08-27,10937.0,14624.96,11126.14,17027.82,1772.95,10400.34,11862.26
2013-08-28,11005.0,14742.3,11338.35,17105.07,1784.58,10499.95,11999.78
2013-08-29,10991.0,14647.71,11254.35,17069.02,1781.65,10479.6,11905.33
2013-08-30,10979.0,14544.98,11185.94,17037.21,1779.16,10425.41,11805.38
2013-09-02,10977.0,14494.03,11145.29,17064.84,1779.03,10430.44,11772.84
2013-09-03,11038.0,14559.12,11105.75,17166.3,1788.46,10457.6,11816.72
2013-09-04,11148.0,14683.03,11205.15,17352.98,1805.96,10578.86,11902.63
2013-09-05,11181.0,14753.33,11214.64,17455.78,1812.27,10667.88,11936.59
2013-09-06,11256.0,14781.38,11288.74,17568.36,1823.48,10740.46,11931.31
2013-09-09,11244.0,14811.72,11295.96,17584.49,1824.08,10808.42,11982.1
2013-09-10,11236.0,14901.18,11282.26,17639.4,1823.67,10841.37,12051.91
2013-09-11,11495.0,15260.76,11454.91,18085.08,1866.04,11111.65,12296.75
2013-09-12,11551.0,15380.16,11614.88,18275.99,1875.92,11196.08,12423.1
2013-09-13,11452.0,15208.26,11483.0,18087.29,1859.76,11089.38,12286.24
2013-09-16,11480.0,15346.46,11613.56,18312.9,1865.03,11145.63,12428.28
2013-09-17,11508.0,15345.92,11601.98,18296.57,1869.06,11145.76,12414.24
2013-09-18,11549.0,15420.22,11637.44,18362.91,1876.15,11213.71,12465.19
2013-09-19,11334.0,15332.64,11541.75,18296.48,1841.22,11091.1,12426.27
2013-09-20,11409.0,15444.36,11490.58,18304.6,1853.4,11104.73,12530.48
2013-09-23,11492.0,15547.53,11594.03,18418.23,1869.38,11164.87,12605.02
2013-09-24,11593.0,15644.75,11742.12,18591.69,1885.5,11272.85,12733.96
2013-09-25,11627.0,15670.87,11786.11,18600.87,1890.66,11287.25,12736.33
2013-09-26,11631.0,15718.13,11762.74,18694.51,1891.93,11272.53,12772.9
2013-09-27,11590.0,15624.48,11740.28,18592.68,1884.71,11238.24,12732.07
2013-09-30,11671.0,15750.01,11928.66,18866.17,1898.34,11321.18,12893.28
2013-10-01,11651.0,15755.65,11818.83,18867.63,1895.09,11285.35,12858.4
2013-10-02,11626.0,15716.03,11880.24,18807.38,1891.02,11241.54,12819.49
2013-10-03,11593.0,15783.87,11882.94,18823.55,1885.65,11236.79,12873.96
2013-10-04,11614.0,15831.04,11947.33,18777.52,1889.07,11251.7,12930.31
2013-10-07,11590.0,15731.11,11934.92,18592.68,1885.17,11252.43,12820.8
2013-10-08,11596.0,15735.77,11981.81,18651.01,1888.14,11235.35,12830.27
2013-10-09,11598.0,15736.17,11925.96,18646.1,1888.0,11187.42,12805.56
2013-10-10,11600.0,15666.96,11874.3,18489.24,1887.65,11144.2,12722.09
2013-10-11,11532.0,15613.17,11707.61,18433.9,1876.4,11091.66,12668.35
2013-10-14,11532.0,15613.17,11707.61,18433.9,1876.4,11091.66,12668.35
2013-10-15,11532.0,15613.17,11707.61,18433.9,1876.4,11091.66,12668.35
2013-10-16,11373.0,15377.43,11556.75,18178.6,1852.04,10957.7,12451.28
2013-10-17,11408.0,15456.7,11565.29,18227.7,1857.04,11052.12,12503.29
2013-10-18,11365.0,15530.27,11594.57,18352.2,1851.82,11042.56,12583.04
2013-10-21,11410.0,15605.46,11648.8,18440.84,1859.76,11085.2,12635.66
2013-10-22,11398.0,15579.93,11596.3,18381.55,1856.5,11060.65,12619.57
2013-10-23,11314.0,15600.87,11549.61,18381.86,1844.77,11004.77,12649.82
2013-10-24,11324.0,15615.8,11627.48,18342.62,1846.25,10917.86,12699.34
2013-10-25,11198.0,15445.4,11513.47,18134.04,1825.77,10747.67,12549.59
2013-10-28,11073.0,15296.24,11359.25,17923.87,1805.3,10608.35,12408.11
2013-10-29,11131.0,15340.74,11401.21,17914.23,1813.66,10658.81,12418.83
2013-10-30,11217.0,15411.04,11426.1,17989.82,1826.52,10721.66,12463.33
2013-10-31,11290.0,15506.82,11474.74,18105.77,1838.01,10779.07,12554.21
2013-11-01,11411.0,15468.75,11624.9,18295.26,1856.9,10941.61,12567.18
2013-11-04,11446.0,15454.39,11592.06,18244.92,1861.68,10988.86,12553.19
2013-11-05,11446.0,15454.39,11592.06,18244.92,1861.68,10988.86,12553.19
2013-11-06,11471.0,15460.61,11648.05,18416.69,1865.96,10972.83,12558.57
2013-11-07,11446.0,15471.56,11612.05,18398.3,1862.65,10985.7,12554.57
2013-11-08,11461.0,15377.22,11672.27,18452.21,1867.98,10969.56,12499.73
2013-11-11,11543.0,15421.45,11659.6,18491.89,1880.27,11021.67,12518.17
2013-11-12,11636.0,15586.42,11690.95,18580.36,1896.35,11103.05,12638.21
2013-11-13,11702.0,15735.68,11758.44,18600.33,1907.67,11156.45,12768.14
2013-11-14,11604.0,15628.27,11670.52,18608.17,1892.52,11090.51,12680.58
2013-11-15,11619.0,15636.85,11590.02,18669.41,1893.86,11102.72,12665.14
2013-11-18,11685.0,15764.23,11658.19,18831.55,1905.2,11201.11,12770.49
2013-11-19,11667.0,15770.28,11703.28,18801.37,1902.73,11182.79,12802.59
2013-11-20,11689.0,15843.27,11691.34,18836.82,1906.7,11167.48,12850.7
2013-11-21,11776.0,15811.64,11733.76,18948.76,1918.98,11262.43,12837.68
2013-11-22,11765.0,15849.81,11626.64,19052.24,1916.75,11178.15,12870.58
2013-11-25,11781.0,15958.54,11586.35,19122.92,1920.54,11168.94,12971.81
2013-11-26,11824.0,16003.78,11649.26,19113.5,1927.08,11233.14,12984.85
2013-11-27,11872.0,16104.37,11712.71,19239.76,1935.76,11256.28,13082.09
2013-11-28,11990.0,16271.63,11746.84,19537.71,1954.58,11322.0,13201.94
2013-11-29,12037.0,16394.39,11739.98,19697.35,1962.82,11358.88,13303.49
2013-12-02,12006.0,16338.97,11732.63,19731.86,1957.64,11308.28,13270.7
2013-12-03,11889.0,16091.76,11536.0,19444.46,1937.83,11172.82,13073.46
2013-12-04,12020.0,16341.19,11730.26,19706.79,1960.85,11298.05,13293.52
2013-12-05,12078.0,16406.76,11812.22,19778.93,1969.99,11319.59,13381.34
2013-12-06,12020.0,16427.73,11805.15,19635.87,1963.03,11283.21,13406.2
2013-12-09,12016.0,16472.73,11671.69,19631.74,1965.65,11281.57,13467.83
2013-12-10,12045.0,16570.31,11670.38,19823.66,1970.91,11330.07,13545.88
2013-12-11,12065.0,16595.41,11736.38,19838.48,1974.63,11379.93,13589.77
2013-12-12,12085.0,16668.84,11781.05,19786.77,1977.42,11414.94,13636.88
2013-12-13,12141.0,16696.3,11724.77,19851.75,1985.51,11417.15,13644.64
2013-12-16,12166.0,16733.12,11833.48,19834.23,1990.38,11499.05,13695.82
2013-12-17,12165.0,16752.42,11809.53,19854.5,1990.74,11500.28,13722.5
2013-12-18,12212.0,16820.81,11860.92,19889.68,1998.53,11513.15,13801.99
2013-12-19,12252.0,16732.56,11796.65,20057.75,2002.52,11430.17,13674.11
2013-12-20,12306.0,16787.85,11793.0,20144.92,2010.92,11537.6,13696.16
2013-12-23,12307.0,16837.21,11829.1,20125.64,2012.23,11567.82,13740.09
2013-12-24,12276.0,16803.39,11767.64,20073.72,2007.69,11556.06,13725.4
2013-12-25,12276.0,16803.39,11767.64,20073.72,2007.69,11556.06,13725.4
2013-12-26,12276.0,16803.39,11767.64,20073.72,2007.69,11556.06,13725.4
2013-12-27,12321.0,16903.18,11747.71,20247.1,2018.18,11577.71,13783.42
2013-12-30,12331.0,16953.89,11704.79,20321.49,2020.68,11504.94,13830.19
2013-12-31,12250.0,16907.45,11676.68,20200.25,2009.22,11503.43,13802.82
2014-01-01,12250.0,16907.45,11676.68,20200.25,2009.22,11503.43,13802.82
2014-01-02,12303.0,16940.0,11687.09,20410.68,2017.22,11574.94,13806.53
2014-01-03,12287.0,16782.81,11773.67,20201.06,2012.98,11529.51,13664.37
2014-01-06,12291.0,16696.09,11779.76,20112.99,2012.97,11575.63,13566.23
2014-01-07,12323.0,16795.02,11818.36,20220.81,2018.77,11553.53,13624.1
2014-01-08,12290.0,16748.81,11723.74,20151.91,2012.15,11392.29,13532.26
2014-01-09,12324.0,16729.83,11744.97,20281.61,2016.72,11374.25,13510.2
2014-01-10,12258.0,16677.01,11690.99,20198.73,2009.24,11300.82,13519.36
2014-01-13,12107.0,16561.17,11716.83,19976.55,1986.38,11116.52,13432.82
2014-01-14,12107.0,16561.17,11716.83,19976.55,1986.38,11116.52,13432.82
2014-01-15,12137.0,16558.51,11628.82,19928.95,1989.51,11060.79,13405.12
2014-01-16,12178.0,16582.78,11619.12,19939.04,1994.27,11130.61,13405.99
2014-01-17,12188.0,16595.18,11686.64,19906.66,1996.69,11145.86,13458.48
2014-01-20,12171.0,16474.67,11707.39,19982.35,1992.53,11128.28,13355.65
2014-01-21,12183.0,16511.62,11649.46,20014.23,1995.05,11128.06,13371.75
2014-01-22,12210.0,16565.31,11704.37,20122.08,1998.79,11136.45,13410.21
2014-01-23,12234.0,16577.07,11701.58,20270.51,2002.06,10995.87,13414.47
2014-01-24,12238.0,16751.37,11824.15,20357.91,2005.08,11022.25,13617.45
2014-01-27,12259.0,16778.89,11978.7,20222.45,2008.95,11077.08,13706.4
2014-01-28,12328.0,16859.77,12020.28,20447.22,2019.23,11094.31,13758.93
2014-01-29,12215.0,16691.8,11845.42,20254.91,2000.07,10951.23,13587.32
2014-01-30,12287.0,16772.98,12015.45,20343.59,2012.61,10990.16,13720.83
2014-01-31,12287.0,16772.98,12015.45,20343.59,2012.61,10990.16,13720.83
2014-02-03,12312.0,16600.27,12032.84,20220.0,2016.71,11075.93,13574.42
2014-02-04,12309.0,16635.61,12153.44,20073.52,2016.22,11090.19,13641.8
2014-02-05,12233.0,16541.46,12076.01,19976.49,2003.77,11031.65,13545.57
2014-02-06,12220.0,16538.55,12051.28,19936.93,2001.64,11050.82,13520.69
2014-02-07,12237.0,16633.75,12002.94,19976.9,2003.14,11048.21,13587.61
2014-02-10,12227.0,16659.29,11947.43,20069.4,2001.7,11086.23,13606.72
2014-02-11,12235.0,16722.8,11979.83,20089.87,2003.47,11050.4,13670.39
2014-02-12,12176.0,16599.54,11867.45,20030.74,1993.52,11060.04,13551.47
2014-02-13,12133.0,16514.23,11857.9,20160.19,1985.76,11022.99,13499.11
2014-02-14,11945.0,16338.37,11706.19,19894.4,1955.95,10904.69,13373.26
2014-02-17,11775.0,16156.48,11592.99,19792.6,1928.65,10744.59,13222.91
2014-02-18,11885.0,16288.39,11664.54,19871.72,1946.03,10852.89,13323.99
2014-02-19,11909.0,16392.74,11650.36,19874.93,1949.0,10880.77,13420.1
2014-02-20,11831.0,16262.89,11606.99,19717.54,1934.88,10678.76,13338.22
2014-02-21,11851.0,16259.57,11572.11,19746.14,1937.2,10661.21,13333.71
2014-02-24,11787.0,16190.62,11499.51,19608.85,1926.33,10588.39,13284.12
2014-02-25,11678.0,16037.4,11392.06,19457.88,1908.67,10557.82,13140.54
2014-02-26,11727.0,16114.07,11463.34,19555.95,1916.43,10574.39,13215.01
2014-02-27,11733.0,16066.0,11460.25,19572.99,1916.41,10542.73,13184.63
2014-02-28,11692.0,16026.22,11477.37,19509.27,1910.02,10511.55,13165.18
2014-03-03,11654.0,16061.54,11487.43,19522.78,1904.56,10544.7,13252.22
2014-03-04,11705.0,16069.79,11519.54,19486.48,1911.46,10552.65,13243.95
2014-03-05,11638.0,15983.63,11396.4,19400.55,1899.86,10496.03,13117.67
2014-03-06,11612.0,15940.95,11327.68,19417.59,1895.87,10520.97,13075.1
2014-03-07,11452.0,15873.62,11122.77,19170.65,1871.21,10420.38,13022.52
2014-03-10,11506.0,15979.53,11163.29,19252.99,1876.63,10354.57,13118.23
2014-03-11,11441.0,15867.52,11074.44,19042.4,1865.57,10294.22,13020.37
2014-03-12,11489.0,15923.75,11153.29,19102.76,1872.91,10343.0,13092.88
2014-03-13,11444.0,15914.03,11140.97,19029.08,1866.28,10309.91,13092.32
2014-03-14,11478.0,15918.84,11276.16,19079.88,1871.03,10356.4,13116.22
2014-03-17,11328.0,15752.72,11163.89,18841.86,1847.33,10210.92,12977.43
2014-03-18,11338.0,15797.24,11140.81,18867.57,1848.36,10261.56,12991.86
2014-03-19,11370.0,15837.27,11222.98,18877.61,1853.27,10221.14,13022.56
2014-03-20,11464.0,15851.27,11192.03,18960.31,1865.28,10197.47,13003.63
2014-03-21,11488.0,15839.65,11225.33,18977.03,1868.73,10221.55,13011.67
2014-03-24,11441.0,15784.0,11158.69,18855.91,1861.78,10190.61,12958.43
2014-03-25,11414.0,15794.69,11169.39,18833.1,1858.17,10198.36,12964.56
2014-03-26,11465.0,15840.04,11206.14,18958.52,1866.05,10274.22,12982.67
2014-03-27,11495.0,15850.46,11282.88,19063.31,1870.17,10365.19,12991.64
2014-03-28,11461.0,15753.14,11220.87,19051.62,1863.88,10410.57,12926.91
2014-03-31,11461.0,15753.14,11220.87,19051.62,1863.88,10410.57,12926.91
2014-04-01,11327.0,15604.08,10967.27,18877.58,1841.7,10246.97,12809.0
2014-04-02,11360.0,15680.21,10943.07,18898.5,1847.36,10296.38,12868.15
2014-04-03,11367.0,15644.4,10941.38,18934.01,1847.69,10308.33,12816.55
2014-04-04,11367.0,15589.84,10939.27,18856.72,1846.58,10306.46,12746.13
2014-04-07,11338.0,15537.6,10976.86,18795.0,1841.87,10340.17,12720.74
2014-04-08,11366.0,15622.57,11048.9,18886.88,1847.32,10362.87,12805.32
2014-04-09,11366.0,15622.57,11048.9,18886.88,1847.32,10362.87,12805.32
2014-04-10,11399.0,15787.62,11191.95,19152.6,1853.19,10469.32,12963.72
2014-04-11,11507.0,15988.98,11329.13,19302.99,1871.21,10525.98,13135.84
2014-04-14,11501.0,15928.89,11331.03,19233.12,1869.14,10466.87,13117.02
2014-04-15,11491.0,15877.11,11281.17,19209.5,1866.3,10476.84,13052.02
2014-04-16,11495.0,15879.19,11247.55,19220.79,1866.4,10458.56,13053.6
2014-04-17,11475.0,15882.55,11258.83,19315.87,1863.58,10432.77,13036.81
2014-04-18,11475.0,15882.55,11258.83,19315.87,1863.58,10432.77,13036.81
2014-04-21,11487.0,15865.84,11191.54,19293.57,1865.05,10420.94,13007.59
2014-04-22,11543.0,15924.72,11246.1,19389.93,1873.56,10483.15,13047.36
2014-04-23,11648.0,16097.54,11365.01,19611.74,1890.94,10561.25,13182.44
2014-04-24,11666.0,16130.58,11391.47,19586.05,1894.17,10578.53,13213.27
2014-04-25,11659.0,16132.56,11383.52,19595.28,1893.43,10576.98,13223.32
2014-04-28,11626.0,16074.11,11385.76,19521.22,1888.41,10537.48,13181.41
2014-04-29,11647.0,16146.24,11365.14,19585.6,1892.1,10568.01,13241.25
2014-04-30,11590.0,16003.47,11318.36,19503.65,1882.1,10586.41,13116.79
2014-05-01,11590.0,16003.47,11318.36,19503.65,1882.1,10586.41,13116.79
2014-05-02,11595.0,16071.83,11328.77,19579.32,1882.92,10580.34,13182.13
2014-05-05,11569.0,16054.3,11351.06,19533.1,1879.3,10546.03,13188.55
2014-05-06,11569.0,16056.62,11333.27,19527.32,1879.15,10561.44,13187.05
2014-05-07,11585.0,16135.59,11402.56,19665.54,1882.45,10641.13,13252.12
2014-05-08,11682.0,16256.67,11472.06,19798.65,1897.75,10718.41,13337.14
2014-05-09,11621.0,16082.3,11423.38,19661.57,1887.11,10735.33,13195.19
2014-05-12,11594.0,15947.55,11371.13,19538.21,1881.38,10635.72,13069.55
2014-05-13,11583.0,15937.05,11333.66,19547.47,1879.26,10624.66,13049.8
2014-05-14,11544.0,15825.67,11299.92,19441.25,1872.41,10582.09,12981.0
2014-05-15,11544.0,15825.67,11299.92,19441.25,1872.41,10582.09,12981.0
2014-05-16,11472.0,15740.73,11300.24,19262.64,1861.49,10553.82,12885.54
2014-05-19,11408.0,15636.95,11234.98,19199.66,1850.87,10502.67,12797.85
2014-05-20,11498.0,15767.21,11320.27,19337.34,1865.77,10576.76,12891.58
2014-05-21,11565.0,15852.15,11418.84,19480.09,1876.06,10602.31,12971.06
2014-05-22,11573.0,15831.86,11395.23,19547.95,1876.97,10612.56,12952.43
2014-05-23,11618.0,15858.57,11419.3,19593.76,1883.56,10663.61,12986.81
2014-05-26,11691.0,15924.31,11469.64,19680.63,1894.84,10760.24,13046.53
2014-05-27,11691.0,15924.31,11469.64,19680.63,1894.84,10760.24,13046.53
2014-05-28,11671.0,15912.24,11454.51,19618.95,1891.76,10752.72,13015.5
2014-05-29,11671.0,15912.24,11454.51,19618.95,1891.76,10752.72,13015.5
2014-05-30,11669.0,15874.51,11494.29,19522.24,1891.4,10774.7,13004.57
2014-06-02,11799.0,16078.5,11566.51,19758.61,1912.47,10871.65,13171.47
2014-06-03,11865.0,16141.15,11592.57,19873.88,1922.7,10891.32,13206.81
2014-06-04,11869.0,16160.83,11565.97,19854.46,1923.88,10860.1,13228.93
2014-06-05,11933.0,16227.69,11634.01,19981.81,1933.78,10905.68,13301.75
2014-06-06,11882.0,16235.56,11609.18,19977.21,1928.18,10882.95,13334.08
2014-06-09,11849.0,16172.7,11553.24,19914.61,1927.14,10841.8,13267.27
2014-06-10,11865.0,16124.54,11592.57,19947.44,1930.81,10884.32,13227.42
2014-06-11,11862.0,16043.36,11597.58,19862.92,1928.59,10888.56,13172.68
2014-06-12,11872.0,16074.69,11631.23,19942.59,1929.9,10930.85,13196.98
2014-06-13,11840.0,16053.86,11634.08,20061.7,1925.11,10906.41,13180.45
2014-06-16,11873.0,16074.85,11657.34,20165.1,1929.41,10942.86,13198.09
2014-06-17,11922.0,16171.0,11690.53,20229.25,1937.62,10988.02,13271.74
2014-06-18,12038.0,16309.08,11784.63,20423.67,1955.52,11080.63,13391.92
2014-06-19,11976.0,16275.38,11748.09,20352.01,1946.34,11058.17,13361.6
2014-06-20,12027.0,16378.37,11810.86,20507.24,1954.85,11121.69,13463.56
2014-06-23,12031.0,16360.96,11796.25,20487.59,1954.45,11212.49,13437.95
2014-06-24,12060.0,16396.78,11838.62,20526.12,1959.54,11245.8,13474.86
2014-06-25,12087.0,16444.36,11865.12,20521.31,1963.61,11245.81,13517.11
2014-06-26,12151.0,16563.03,11940.84,20645.76,1974.55,11334.89,13611.52
2014-06-27,12164.0,16567.37,11981.88,20721.37,1976.5,11388.45,13624.55
2014-06-30,12029.0,16415.98,11874.63,20484.18,1955.04,11274.72,13505.11
2014-07-01,11857.0,16232.23,11686.38,20286.14,1927.25,11118.72,13369.04
2014-07-02,11913.0,16295.79,11723.09,20433.18,1935.53,11198.53,13420.07
2014-07-03,12023.0,16415.0,11801.14,20632.67,1952.39,11271.21,13521.14
2014-07-04,11946.0,16256.12,11698.0,20506.5,1937.96,11239.06,13375.88
2014-07-07,11846.0,16095.16,11597.81,20312.34,1921.24,11113.61,13231.32
2014-07-08,11753.0,15991.13,11547.46,20139.94,1907.15,11007.77,13156.83
2014-07-09,11753.0,15991.13,11547.46,20139.94,1907.15,11007.77,13156.83
2014-07-10,11607.0,15838.91,11434.34,19917.61,1889.07,10900.64,13032.79
2014-07-11,11685.0,15891.6,11533.91,20012.9,1900.96,10987.31,13086.57
2014-07-14,11685.0,15896.27,11528.22,20004.72,1900.46,10889.01,13092.44
2014-07-15,11768.0,16030.37,11584.96,20102.1,1913.81,10974.54,13197.26
2014-07-16,11864.0,16094.7,11661.1,20337.27,1928.01,11025.0,13241.07
2014-07-17,11726.0,15871.14,11549.3,20101.88,1904.68,10924.17,13065.18
2014-07-18,11765.0,15910.99,11610.58,20112.27,1910.9,10939.1,13107.17
2014-07-21,11635.0,15746.81,11490.22,19893.52,1890.43,10839.39,12960.9
2014-07-22,11589.0,15677.6,11421.11,19796.33,1883.04,10792.51,12903.91
2014-07-23,11555.0,15557.65,11394.34,19724.39,1876.66,10771.88,12807.58
2014-07-24,11589.0,15597.64,11413.24,19744.18,1881.97,10794.52,12841.0
2014-07-25,11649.0,15687.71,11448.65,19791.65,1891.16,10843.34,12907.48
2014-07-28,11649.0,15687.71,11448.65,19791.65,1891.16,10843.34,12907.48
2014-07-29,11649.0,15687.71,11448.65,19791.65,1891.16,10843.34,12907.48
2014-07-30,11649.0,15687.71,11448.65,19791.65,1891.16,10843.34,12907.48
2014-07-31,11649.0,15687.71,11448.65,19791.65,1891.16,10843.34,12907.48
2014-08-01,11649.0,15687.71,11448.65,19791.65,1891.16,10843.34,12907.48
2014-08-04,11806.0,15844.83,11497.86,19865.96,1914.66,10812.35,13026.59
2014-08-05,11792.0,15823.68,11495.42,19889.57,1912.58,10807.44,13006.84
2014-08-06,11815.0,15791.93,11518.96,19940.18,1915.5,10776.18,12990.65
2014-08-07,11825.0,15833.68,11571.58,19935.77,1917.46,10836.69,13036.05
2014-08-08,11881.0,15878.96,11682.4,19971.96,1929.92,10858.16,13097.78
2014-08-11,11787.0,15796.94,11538.91,19777.41,1915.9,10740.84,13009.93
2014-08-12,11735.0,15696.74,11472.28,19690.16,1907.6,10730.61,12931.13
2014-08-13,11741.0,15691.85,11478.15,19729.58,1908.08,10742.98,12932.04
2014-08-14,11725.0,15665.77,11431.22,19561.99,1905.11,10741.11,12914.42
2014-08-15,11751.0,15700.51,11465.51,19608.89,1909.55,10779.74,12958.76
2014-08-18,11739.0,15725.56,11476.2,19638.17,1907.91,10786.55,13001.44
2014-08-19,11740.0,15683.47,11439.15,19633.98,1907.45,10782.51,12948.05
2014-08-20,11766.0,15666.43,11432.18,19555.09,1910.69,10756.99,12938.2
2014-08-21,11776.0,15605.56,11336.16,19525.79,1910.7,10724.95,12882.62
2014-08-22,11712.0,15554.71,11281.06,19418.5,1900.77,10708.6,12853.38
2014-08-25,11773.0,15543.89,11303.89,19494.91,1909.56,10747.67,12854.02
2014-08-26,11774.0,15544.03,11336.41,19537.78,1909.41,10728.02,12874.79
2014-08-27,11767.0,15492.43,11312.25,19474.39,1908.43,10764.8,12825.07
2014-08-28,11740.0,15510.89,11312.39,19483.7,1904.67,10823.27,12853.08
2014-08-29,11776.0,15523.12,11355.83,19530.5,1910.23,10848.46,12867.13
2014-09-01,11769.0,15444.46,11297.88,19530.66,1908.07,10825.06,12803.52
2014-09-02,11793.0,15473.6,11264.69,19564.59,1911.84,10834.18,12819.87
2014-09-03,11840.0,15553.02,11257.96,19499.3,1919.06,10836.54,12880.77
2014-09-04,11819.0,15539.62,11265.85,19456.44,1916.62,10850.09,12876.13
2014-09-05,11829.0,15304.36,11233.62,19301.38,1916.96,10877.24,12693.42
2014-09-08,11781.0,15259.93,11215.73,19114.67,1909.18,10823.15,12648.7
2014-09-09,11813.0,15228.14,11133.84,19017.75,1920.19,10759.63,12619.38
2014-09-10,11841.0,15313.97,11136.09,19093.61,1927.72,10788.08,12685.88
2014-09-11,11890.0,15349.99,11139.22,19254.67,1934.81,10855.47,12689.43
2014-09-12,11890.0,15365.45,11085.21,19306.98,1934.34,10761.15,12704.35
2014-09-15,11934.0,15471.24,11127.27,19389.17,1942.0,10759.11,12785.52
2014-09-16,11963.0,15490.89,11177.24,19427.91,1946.41,10832.13,12805.61
2014-09-17,11968.0,15504.54,11168.35,19471.94,1947.6,10906.77,12831.56
2014-09-18,12090.0,15558.62,11132.6,19670.43,1966.17,10981.92,12850.77
2014-09-19,12045.0,15557.32,11027.19,19875.45,1959.97,10990.97,12886.49
2014-09-22,12032.0,15467.14,11052.73,19665.1,1956.9,10991.14,12816.36
2014-09-23,12047.0,15485.21,11075.66,19736.6,1959.82,10906.21,12826.87
2014-09-24,12036.0,15474.69,11080.83,19739.04,1958.28,10873.61,12813.8
2014-09-25,12007.0,15341.34,10994.41,19599.03,1952.45,10842.51,12699.1
2014-09-26,12067.0,15380.6,11076.74,19682.48,1961.86,10855.52,12734.28
2014-09-29,12181.0,15445.51,11138.44,19775.85,1979.4,10905.1,12799.2
2014-09-30,12273.0,15573.21,11227.7,19936.26,1994.8,11010.14,12906.72
2014-10-01,12249.0,15450.89,11144.57,19829.91,1990.9,10922.95,12808.74
2014-10-02,12197.0,15407.25,11212.54,19764.02,1982.45,10992.25,12762.37
2014-10-03,12205.0,15447.87,11210.62,19685.44,1983.75,10924.63,12781.44
2014-10-06,12273.0,15360.89,11193.91,19609.8,1994.8,10913.21,12686.58
2014-10-07,12251.0,15446.06,11221.95,19644.48,1991.22,10957.96,12738.9
2014-10-08,12302.0,15559.57,11365.48,19776.7,2000.55,11016.39,12840.0
2014-10-09,12251.0,15596.75,11337.22,19813.54,1993.3,11038.93,12871.4
2014-10-10,12268.0,15588.95,11382.45,19788.28,1995.77,10960.42,12868.98
2014-10-13,12263.0,15567.88,11452.19,19772.86,1995.74,10954.0,12877.24
2014-10-14,12256.0,15600.66,11427.51,19701.52,1995.83,10948.72,12907.85
2014-10-15,12290.0,15533.33,11478.47,19537.41,1999.84,10847.31,12869.11
2014-10-16,12268.0,15737.39,11568.13,19617.76,1998.21,10896.17,13041.35
2014-10-17,12283.0,15728.38,11552.86,19759.66,2000.26,10922.11,13028.21
2014-10-20,12101.0,15448.14,11293.51,19493.5,1969.72,10743.08,12794.46
2014-10-21,12053.0,15424.22,11284.52,19482.47,1962.71,10680.55,12784.26
2014-10-22,12086.0,15377.02,11302.72,19486.26,1967.22,10770.88,12742.22
2014-10-23,12094.0,15283.19,11273.3,19413.29,1967.82,10755.0,12670.51
2014-10-24,12125.0,15347.83,11232.05,19441.23,1972.6,10806.6,12721.65
2014-10-27,12102.0,15365.91,11211.78,19485.43,1969.53,10786.1,12738.95
2014-10-28,12219.0,15534.01,11332.78,19711.69,1989.38,10871.96,12882.45
2014-10-29,12224.0,15568.49,11299.69,19722.2,1990.72,10948.5,12912.22
2014-10-30,12226.0,15435.33,11220.63,19543.26,1989.36,10925.83,12799.41
2014-10-31,12142.0,15298.92,11099.73,19416.27,1975.56,10846.88,12691.54
2014-11-03,12166.0,15180.73,10795.03,19429.1,1977.41,10774.95,12591.6
2014-11-04,12191.0,15244.85,10727.74,19488.53,1980.89,10738.13,12641.02
